Arc de triomphe du Carrousel, Paris;0 Rue du Jour, Paris;07/11/2016;446;229;866;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue du Louvre, Paris;18/11/2016;291;159;529;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;Impasse des 3 Visages, Paris;09/01/2016;180;97;331;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue des Bourdonnais, Paris;18/06/2016;169;67;422;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Quai des Orf̬vres, Paris;25/12/2016;426;204;889;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue de l'Arbre Sec, Paris;10/10/2016;95;46;196;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue Radziwill, Paris;05/01/2016;342;203;575;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;100 Rue Berger, Paris;01/11/2016;382;192;758;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue Jean-Jacques Rousseau, Paris;27/01/2016;241;113;512;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Quai de l'Horloge, Paris;13/01/2016;80;25;253;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;All̩e Centrale, Paris;09/04/2016;82;36;186;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue de Richelieu, Paris-1ER-Arrondissement;26/11/2016;130;52;322;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue des Lombards, Paris;13/01/2016;326;183;578;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Cambon, Paris;08/11/2016;268;148;485;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue de Mondovi, Paris;14/08/2016;128;68;240;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;100 Rue Saint Honor̩, Paris;23/02/2016;84;30;234;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue Mandar, Paris;10/02/2016;404;212;767;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue du Mail, Paris;05/07/2016;408;241;690;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue Saint-Fiacre, Paris;29/12/2016;484;305;767;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Marie Stuart, Paris;11/12/2016;545;322;922;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue Saint-Sauveur, Paris;13/01/2016;628;383;1027;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Thorel, Paris;08/05/2016;638;392;1037;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue Vivienne, Paris;15/05/2016;361;206;630;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Vivienne, Paris;24/12/2016;457;284;734;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue de Choiseul, Paris;16/02/2016;393;245;627;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Monsigny, Paris;10/10/2016;250;151;412;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Passage du Caire, Paris;31/08/2016;604;397;917;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue de Mulhouse, Paris;07/02/2016;517;321;831;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue de la Paix, Paris;30/06/2016;278;168;457;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Passage Lemoine, Paris;26/06/2016;563;326;970;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue au Maire, Paris;04/11/2016;650;403;1047;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue B̩ranger, Paris;18/08/2016;738;466;1166;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue de Thorigny, Paris;29/12/2016;754;468;1212;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;100 Rue du Temple, Paris;12/06/2016;672;413;1091;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue Quincampoix, Paris-3E-Arrondissement;17/03/2016;361;216;602;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Portefoin, Paris-3E-Arrondissement;12/06/2016;704;453;1092;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue Notre Dame de Nazareth, Paris;26/12/2016;754;475;1195;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Saint-Claude, Paris;03/09/2016;952;615;1472;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue des Filles du Calvaire, Paris;08/12/2016;858;557;1319;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;200 Rue Saint-Martin, Paris;04/12/2016;594;341;1032;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue Charlot, Paris;11/07/2016;696;445;1086;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Sainte-Elisabeth, Paris;28/09/2016;663;409;1072;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue de Braque, Paris;09/05/2016;635;385;1045;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Barbette, Paris-3E-Arrondissement;16/03/2016;640;391;1045;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue Meslay, Paris;29/04/2016;740;466;1174;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue des Minimes, Paris;25/08/2016;850;542;1332;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;200 Rue Saint-Martin, Paris;25/10/2016;392;236;649;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Ferdinand Duval, Paris;07/01/2016;673;398;1136;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue de S̩vign̩, Paris;30/09/2016;625;390;999;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;Parc Rives de Seine, Paris;08/06/2016;346;187;639;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue des Blancs Manteaux, Paris;23/10/2016;487;302;783;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;H̫tel de Ville, Paris;11/10/2016;239;135;421;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue de la Cit̩, Paris;14/02/2016;288;177;468;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue du Fauconnier, Paris;26/02/2016;364;217;608;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;Voie Georges Pompidou, Paris;06/04/2016;284;159;506;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue de Rivoli, Paris;21/06/2016;449;268;752;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue Quincampoix, Paris;09/09/2016;299;172;516;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue du Petit Musc, Paris;01/10/2016;548;351;854;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue Saint-Merri, Paris-4E-Arrondissement;01/12/2016;629;363;1088;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue des Lions Saint-Paul, Paris;29/12/2016;456;286;725;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Quai Henri IV, Paris-4E-Arrondissement;06/07/2016;451;284;715;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue des Tournelles, Paris;24/08/2016;816;493;1348;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue du Bourg Tibourg, Paris;31/01/2016;580;346;969;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Parc Rives de Seine, Paris;15/06/2016;387;230;650;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue le Regrattier, Paris;03/12/2016;544;323;914;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue Chanoinesse, Paris;27/06/2016;793;439;1431;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;Esplanade du port de l'arsenal, Paris;25/06/2016;577;381;872;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue Mornay, Paris;22/04/2016;490;317;757;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue Daubenton, Paris-5E-Arrondissement;13/06/2016;813;547;1207;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue de Bi̬vre, Paris;29/09/2016;596;352;1008;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue de l'Arbal̬te, Paris;27/06/2016;708;490;1021;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Place Alphonse Laveran, Paris;29/07/2016;691;460;1036;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue de la Clef, Paris;31/05/2016;755;501;1135;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;All̩e Jussieu, Paris;18/06/2016;757;490;1167;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue Nicolas Houel, Paris;02/06/2016;924;598;1426;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue de Quatrefages, Paris;29/02/2016;668;459;971;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Quai Saint-Bernard, Paris-5E-Arrondissement;03/06/2016;663;385;1140;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Quai de Montebello, Paris;16/08/2016;385;223;662;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;100 Rue Saint-Jacques, Paris;11/01/2016;410;270;621;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue Lhomond, Paris;20/03/2016;662;446;981;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue des Lyonnais, Paris;13/08/2016;735;511;1056;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue du Cardinal Lemoine, Paris;13/04/2016;580;391;859;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Square Adanson, Paris;02/02/2016;812;543;1212;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue Domat, Paris;01/11/2016;477;283;801;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue des Ar̬nes, Paris;04/02/2016;671;441;1020;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Boulevard Saint-Marcel, Paris;18/05/2016;1012;670;1527;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue Henri Barbusse, Paris;26/12/2016;705;454;1093;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Rue Pierre et Marie Curie, Paris;22/08/2016;575;380;870;FIAT_TIPO;false
Arc de triomphe du Carrousel, Paris;0 Boulevard Saint-Michel, Paris;04/01/2016;495;323;757;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Pierre Nicole, Paris;09/02/2016;593;400;877;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Gay-Lussac, Paris;09/12/2016;558;365;851;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Gracieuse, Paris;28/10/2016;710;475;1060;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Quai Saint-Bernard, Paris;23/11/2016;669;404;1107;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Boutebrie, Paris;09/02/2016;406;243;677;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Clotilde, Paris;28/03/2016;612;374;999;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Cit̩ du Cardinal Lemoine, Paris;25/01/2016;561;350;897;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Vesale, Paris;06/01/2016;844;558;1276;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue du Cardinal Lemoine, Paris;10/10/2016;620;392;978;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Quai Saint-Bernard, Paris-5E-Arrondissement;06/07/2016;776;490;1227;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;100 Rue d'Assas, Paris;10/12/2016;915;622;1344;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Mayet, Paris;07/02/2016;741;491;1116;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;200 Port des Saints-P̬res, Paris;31/10/2016;147;62;344;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;Port des Saints-P̬res, Paris;29/07/2016;291;147;572;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Gu̩n̩gaud, Paris;04/07/2016;333;183;605;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Avenue de l'Observatoire, Paris;12/04/2016;823;533;1269;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue du Dragon, Paris;14/04/2016;532;306;922;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue de Savoie, Paris;05/02/2016;538;290;997;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue de Vaugirard, Paris;01/03/2016;758;521;1102;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Passage Commun B 6, Paris;27/07/2016;849;595;1211;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue du Cherche-Midi, Paris;25/08/2016;600;367;979;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Monsieur le Prince, Paris;11/09/2016;605;360;1016;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue de Fleurus, Paris;15/06/2016;683;455;1023;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;Institut de France, Paris;11/11/2016;561;347;906;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Boulevard Saint-Michel, Paris;12/05/2016;699;448;1089;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue du Cherche-Midi, Paris;21/06/2016;602;400;904;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Bonaparte, Paris;20/02/2016;330;133;817;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue du Montparnasse, Paris;24/03/2016;714;492;1036;FIAT_TIPO;true
