Arc de triomphe du Carrousel, Paris;100 Boulevard Saint-Germain, Paris;06/04/2016;523;304;897;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Jean-FranÃ§ois Gerbillon, Paris;23/07/2016;665;458;963;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue d'Assas, Paris;01/06/2016;811;565;1162;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Cassette, Paris;25/02/2016;711;443;1140;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Bonaparte, Paris;31/01/2016;632;394;1012;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;100 HÃ´tel de Lassay, Rue de l'UniversitÃ©, Paris;10/08/2016;473;271;825;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Saint-Dominique, Paris;31/08/2016;648;420;999;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Avenue Charles Floquet, Paris;27/11/2016;712;492;1029;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue du Gros Caillou, Paris;15/10/2016;713;475;1069;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Louis Codet, Paris;01/03/2016;639;424;962;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Avenue Emile Deschanel, Paris;02/09/2016;658;442;978;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Place Henry de Montherlant, Paris;21/03/2016;151;70;322;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Place du PrÃ©sident Mithouard, Paris;18/09/2016;746;510;1090;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue du GÃ©nÃ©ral Bertrand, Paris;06/01/2016;792;532;1178;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Velpeau, Paris-7E-Arrondissement;30/09/2016;563;370;854;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Avenue Robert Schuman, Paris-7E-Arrondissement;01/12/2016;621;393;979;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;200 Rue de l'UniversitÃ©, Paris-7E-Arrondissement;29/04/2016;628;403;976;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue de Grenelle, Paris;03/12/2016;437;276;690;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Quai d'Orsay, Paris;13/11/2016;393;220;700;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Avenue Anatole France, Paris;13/05/2016;663;454;966;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Passage Landrieu, Paris;14/10/2016;725;462;1137;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;100 Rue de Grenelle, Paris;06/05/2016;667;404;1101;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue de l'UniversitÃ©, Paris;07/10/2016;238;108;522;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue de l'UniversitÃ©, Paris;25/07/2016;431;253;732;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Avenue de Lowendal, Paris;28/09/2016;743;521;1059;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;100 Rue de Grenelle, Paris;30/12/2016;550;374;807;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Boulevard de la Tour-Maubourg, Paris;06/01/2016;528;329;846;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue de Babylone, Paris;29/08/2016;623;399;970;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;Musee D'Orsay, Paris;28/08/2016;208;122;353;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Avenue Rapp, Paris;05/09/2016;689;457;1037;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Villa de Saxe, Paris;19/12/2016;879;600;1286;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue de l'UniversitÃ©, Paris;07/05/2016;345;200;592;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue de Narbonne, Paris-7E-Arrondissement;08/07/2016;505;331;769;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Albert de Lapparent, Paris;19/03/2016;823;590;1147;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;300 Port de la Bourdonnais, Paris;01/02/2016;608;391;943;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue de la ComÃ¨te, Paris;14/07/2016;686;436;1078;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Bosquet, Paris;13/01/2016;632;436;914;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;100 Rue de Grenelle, Paris;11/01/2016;539;336;862;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Avenue de SÃ©gur, Paris;31/03/2016;748;517;1080;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue de Grenelle, Paris;21/01/2016;534;326;874;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Avenue Constant Coquelin, Paris;23/06/2016;704;475;1041;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;300 Avenue Hoche, Paris;06/12/2016;766;521;1124;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue de Vienne, Paris;25/01/2016;565;370;861;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;100 Rue du Faubourg Saint-HonorÃ©, Paris;07/05/2016;531;339;830;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue de Monceau, Paris;01/03/2016;650;434;971;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Paul Baudry, Paris;03/06/2016;471;291;759;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Passage Com F8, Paris;15/01/2016;595;388;911;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Avenue Pierre 1er de Serbie, Paris;30/09/2016;630;388;1021;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue de la Renaissance, Paris;09/02/2016;527;334;831;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Port de la Concorde, Paris-8E-Arrondissement;11/03/2016;406;228;720;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Avenue Hoche, Paris;03/10/2016;736;502;1078;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;Statue Ã  Edouard Pailleron, AllÃ©e Jacques Garnerin, Paris;28/01/2016;679;468;984;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Paul CÃ©zanne, Paris;11/12/2016;743;484;1138;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue de l'Isly, Paris;03/08/2016;524;335;817;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue de Constantinople, Paris;18/06/2016;657;447;965;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;700 Avenue de Marigny, Paris;09/09/2016;387;249;599;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue de la Bienfaisance, Paris;05/11/2016;649;419;1004;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue de Bassano, Paris;09/02/2016;777;497;1214;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Place de la Madeleine, Paris;14/12/2016;387;223;670;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue de Berne, Paris;16/02/2016;677;462;989;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue de Marignan, Paris;02/11/2016;603;376;966;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Washington, Paris;15/05/2016;632;434;919;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue du Faubourg Saint-HonorÃ©, Paris;08/05/2016;222;114;430;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Avenue des Champs-Ã‰lysÃ©es, Paris;04/06/2016;466;307;707;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Lavoisier, Paris;14/02/2016;507;316;812;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue du Faubourg Saint-HonorÃ©, Paris;25/03/2016;455;301;686;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue de SurÃ¨ne, Paris;06/12/2016;426;224;807;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;Cour d'Amsterdam, Paris;31/03/2016;574;382;860;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue de Saint-PÃ©tersbourg, Paris;07/11/2016;790;523;1192;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Avenue des Champs-Ã‰lysÃ©es, Paris;24/09/2016;727;468;1128;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue de Monceau, Paris;27/12/2016;609;420;882;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;Avenue Franklin Delano Roosevelt, Paris;06/11/2016;291;168;502;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue FranÃ§ois 1er, Paris;06/09/2016;388;245;612;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Pierre Semard, Paris;06/06/2016;711;463;1091;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 CitÃ© d'Antin, Paris;05/03/2016;409;259;644;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 CitÃ© Condorcet, Paris;23/10/2016;704;470;1053;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Victor MassÃ©, Paris;28/06/2016;769;510;1159;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue du Faubourg Montmartre, Paris;28/03/2016;534;347;819;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Chaptal, Paris;14/07/2016;762;525;1105;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Jean-Baptiste Pigalle, Paris;14/10/2016;620;431;891;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue de Calais, Paris;30/12/2016;600;414;868;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 OpÃ©ra Garnier, Rue Scribe, Paris;27/12/2016;340;215;535;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue de Bellefond, Paris;02/08/2016;608;401;920;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Turgot, Paris;26/06/2016;725;490;1071;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Taitbout, Paris;28/11/2016;595;398;887;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue du Delta, Paris;29/09/2016;853;571;1272;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Hippolyte Lebas, Paris;18/05/2016;650;433;973;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Notre Dame de Lorette, Paris;11/12/2016;721;485;1071;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue de Budapest, Paris;17/07/2016;495;315;777;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue BergÃ¨re, Paris;17/06/2016;651;398;1062;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue de la Victoire, Paris;06/09/2016;434;280;670;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue de la Grange BateliÃ¨re, Paris;06/09/2016;603;376;965;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Saint-Georges, Paris;30/09/2016;455;301;686;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue de Caumartin, Paris;07/08/2016;452;265;770;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Lentonnet, Paris;17/11/2016;763;505;1150;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue de la Victoire, Paris;17/07/2016;468;297;735;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Pillet-Will, Paris;10/02/2016;443;291;673;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Boulevard Haussmann, Paris;05/10/2016;406;254;647;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue du Helder, Paris;18/10/2016;544;332;890;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue Viollet-le-Duc, Paris;14/06/2016;802;546;1177;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue de Milan, Paris;08/07/2016;567;371;865;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue de Maubeuge, Paris;14/09/2016;633;416;961;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue DuperrÃ©, Paris;30/06/2016;783;555;1104;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue LaferriÃ¨re, Paris;27/09/2016;635;427;943;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Square Moncey, Paris;05/12/2016;531;348;809;FIAT_TIPO;true
Arc de triomphe du Carrousel, Paris;0 Rue de l'Agent Bailly, Paris;10/08/2016;740;486;1125;PEUGEOT_308;true
